gene	build	file	total_hits	query_id	subject_id	pct_identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue
C1QB	hg16	C1QB_vs_hg16.txt	294640	NG_007283.1	chr1	100.000	15348	0	0	1	15348	22444157	22459504	0.0
C1QB	hg17	C1QB_vs_hg17.txt	295005	NG_007283.1	chr1	100.000	15348	0	0	1	15348	22719988	22735335	0.0
C1QB	hg18	C1QB_vs_hg18.txt	297345	NG_007283.1	chr1	100.000	15348	0	0	1	15348	22847269	22862616	0.0
C1QC	hg16	C1QC_vs_hg16.txt	390870	NG_007565.1	chr1	100.000	11486	0	0	1	11486	22434593	22446078	0.0
C1QC	hg17	C1QC_vs_hg17.txt	391235	NG_007565.1	chr1	100.000	11486	0	0	1	11486	22710424	22721909	0.0
C1QC	hg18	C1QC_vs_hg18.txt	393996	NG_007565.1	chr1	100.000	11486	0	0	1	11486	22837705	22849190	0.0
C1S	hg16	C1S_vs_hg16.txt	463344	NG_011694.1	chr12	100.000	17357	0	0	1	17357	7033241	7050597	0.0
C1S	hg17	C1S_vs_hg17.txt	463941	NG_011694.1	chr12	100.000	17357	0	0	1	17357	7033241	7050597	0.0
C1S	hg18	C1S_vs_hg18.txt	467107	NG_011694.1	chr12	100.000	17357	0	0	1	17357	7033241	7050597	0.0
C2	hg16	C2_vs_hg16.txt	4083177	NG_011730.1	chr6	98.547	15695	124	57	9558	25184	32003982	32019640	0.0
C2	hg17	C2_vs_hg17.txt	4087250	NG_011730.1	chr6	100.000	25184	0	0	1	25184	31998245	32023428	0.0
C2	hg18	C2_vs_hg18.txt	4117231	NG_011730.1	chr6	100.000	25184	0	0	1	25184	31998245	32023428	0.0
C3	hg16	C3_vs_hg16.txt	6412577	NG_009557.1	chr19	100.000	49817	0	0	1	49817	6676662	6626846	0.0
C3	hg17	C3_vs_hg17.txt	6420119	NG_009557.1	chr19	100.000	49817	0	0	1	49817	6676662	6626846	0.0
C3	hg18	C3_vs_hg18.txt	6467365	NG_009557.1	chr19	100.000	49817	0	0	1	49817	6676662	6626846	0.0
C5	hg16	C5_vs_hg16.txt	7776086	NG_007364.1	chr9	100.000	104942	0	0	1	104942	119193599	119088658	0.0
C5	hg17	C5_vs_hg17.txt	7784608	NG_007364.1	chr9	100.000	104942	0	0	1	104942	120897108	120792167	0.0
C5	hg18	C5_vs_hg18.txt	7841794	NG_007364.1	chr9	100.000	104942	0	0	1	104942	122857375	122752434	0.0
C6	hg16	C6_vs_hg16.txt	2668776	NG_011582.1	chr5	99.999	126205	1	0	1	126205	41312041	41185837	0.0
C6	hg17	C6_vs_hg17.txt	2671361	NG_011582.1	chr5	99.999	126205	1	0	1	126205	41302297	41176093	0.0
C6	hg18	C6_vs_hg18.txt	2690441	NG_011582.1	chr5	99.999	126205	1	0	1	126205	41302297	41176093	0.0
C7	hg16	C7_vs_hg16.txt	5432070	NG_011692.1	chr5	100.000	80443	0	0	1	80443	40950100	41030542	0.0
C7	hg17	C7_vs_hg17.txt	5437349	NG_011692.1	chr5	100.000	80443	0	0	1	80443	40940356	41020798	0.0
C7	hg18	C7_vs_hg18.txt	5476533	NG_011692.1	chr5	100.000	80443	0	0	1	80443	40940356	41020798	0.0
C8B	hg16	C8B_vs_hg16.txt	948947	NG_007285.1	chr1	100.000	43806	0	0	1	43806	56806606	56762801	0.0
C8B	hg17	C8B_vs_hg17.txt	950219	NG_007285.1	chr1	100.000	43806	0	0	1	43806	57148709	57104904	0.0
C8B	hg18	C8B_vs_hg18.txt	957073	NG_007285.1	chr1	100.000	43806	0	0	1	43806	57209276	57165471	0.0
C9	hg16	C9_vs_hg16.txt	1930064	NG_009894.1	chr5	100.000	87279	0	0	1	87279	39415156	39327878	0.0
C9	hg17	C9_vs_hg17.txt	1932025	NG_009894.1	chr5	100.000	87279	0	0	1	87279	39405412	39318134	0.0
C9	hg18	C9_vs_hg18.txt	1946007	NG_009894.1	chr5	100.000	87279	0	0	1	87279	39405412	39318134	0.0
CARD9	hg16	CARD9_vs_hg16.txt	245070	NG_021197.1	chr9	100.000	16726	0	0	1	16726	134630426	134613701	0.0
CARD9	hg17	CARD9_vs_hg17.txt	245381	NG_021197.1	chr9	100.000	16726	0	0	1	16726	136548970	136532245	0.0
CARD9	hg18	CARD9_vs_hg18.txt	247205	NG_021197.1	chr9	100.000	16726	0	0	1	16726	138392954	138376229	0.0
CASP10	hg16	CASP10_vs_hg16.txt	6960761	NG_007265.1	chr2	100.000	53256	0	0	1	53256	202245398	202298653	0.0
CASP10	hg17	CASP10_vs_hg17.txt	6968037	NG_007265.1	chr2	100.000	53256	0	0	1	53256	201868361	201921616	0.0
CASP10	hg18	CASP10_vs_hg18.txt	7018897	NG_007265.1	chr2	100.000	53256	0	0	1	53256	201751100	201804355	0.0
CASP8	hg16	CASP8_vs_hg16.txt	6356834	NG_007497.1	chr2	100.000	61252	0	0	1	61252	202295724	202356975	0.0
CASP8	hg17	CASP8_vs_hg17.txt	6363771	NG_007497.1	chr2	100.000	61252	0	0	1	61252	201918687	201979938	0.0
CASP8	hg18	CASP8_vs_hg18.txt	6411219	NG_007497.1	chr2	100.000	61252	0	0	1	61252	201801426	201862677	0.0
CD19	hg16	CD19_vs_hg16.txt	3213053	NG_007275.1	chr16	100.000	14404	0	0	1	14404	28975897	28990300	0.0
CD19	hg17	CD19_vs_hg17.txt	3216193	NG_007275.1	chr16	100.000	14404	0	0	1	14404	28845761	28860164	0.0
CD19	hg18	CD19_vs_hg18.txt	3239804	NG_007275.1	chr16	100.000	14404	0	0	1	14404	28845761	28860164	0.0
CD247	hg16	CD247_vs_hg16.txt	6542206	NG_007384.1	chr1	99.999	94971	1	0	1	94971	164680223	164585253	0.0
CD247	hg17	CD247_vs_hg17.txt	6548749	NG_007384.1	chr1	99.999	94971	1	0	1	94971	164224504	164129534	0.0
CD247	hg18	CD247_vs_hg18.txt	6597237	NG_007384.1	chr1	99.999	94971	1	0	1	94971	165759470	165664500	0.0
CD3D	hg16	CD3D_vs_hg16.txt	1020786	NG_009891.1	chr11	100.000	10671	0	0	1	10671	117756111	117745441	0.0
CD3D	hg17	CD3D_vs_hg17.txt	1021984	NG_009891.1	chr11	100.000	10671	0	0	1	10671	117723669	117712999	0.0
CD3D	hg18	CD3D_vs_hg18.txt	1029574	NG_009891.1	chr11	100.000	10671	0	0	1	10671	117723669	117712999	0.0
CD3E	hg16	CD3E_vs_hg16.txt	744604	NG_007383.1	chr11	100.000	18596	0	0	1	18596	117707947	117726542	0.0
CD3E	hg17	CD3E_vs_hg17.txt	745354	NG_007383.1	chr11	100.000	18596	0	0	1	18596	117675505	117694100	0.0
CD3E	hg18	CD3E_vs_hg18.txt	750675	NG_007383.1	chr11	100.000	18596	0	0	1	18596	117675505	117694100	0.0
CD3G	hg16	CD3G_vs_hg16.txt	1502084	NG_007566.1	chr11	100.000	16439	0	0	1	16439	117747711	117764149	0.0
CD3G	hg17	CD3G_vs_hg17.txt	1503821	NG_007566.1	chr11	100.000	16439	0	0	1	16439	117715269	117731707	0.0
CD3G	hg18	CD3G_vs_hg18.txt	1514792	NG_007566.1	chr11	100.000	16439	0	0	1	16439	117715269	117731707	0.0
CD40	hg16	CD40_vs_hg16.txt	1697774	NG_007279.1	chr20	100.000	18479	0	0	1	18479	45427328	45445806	0.0
CD40	hg17	CD40_vs_hg17.txt	1699680	NG_007279.1	chr20	100.000	18479	0	0	1	18479	44175313	44193791	0.0
CD40	hg18	CD40_vs_hg18.txt	1712219	NG_007279.1	chr20	100.000	18479	0	0	1	18479	44175313	44193791	0.0
CD55	hg16	CD55_vs_hg16.txt	1062138	NG_007465.1	chr1	100.000	46495	0	0	1	46495	204573516	204620010	0.0
CD55	hg17	CD55_vs_hg17.txt	1063273	NG_007465.1	chr1	100.000	46495	0	0	1	46495	203878212	203924706	0.0
CD55	hg18	CD55_vs_hg18.txt	1071122	NG_007465.1	chr1	100.000	46495	0	0	1	46495	205556440	205602934	0.0
CD59	hg16	CD59_vs_hg16.txt	1424135	NG_008057.1	chr11	100.000	40469	0	0	1	40469	33727333	33686865	0.0
CD59	hg17	CD59_vs_hg17.txt	1425464	NG_008057.1	chr11	100.000	40469	0	0	1	40469	33719600	33679132	0.0
CD59	hg18	CD59_vs_hg18.txt	1435877	NG_008057.1	chr11	100.000	40469	0	0	1	40469	33719600	33679132	0.0
CD79A	hg16	CD79A_vs_hg16.txt	1724222	NG_009619.1	chr19	100.000	11250	0	0	1	11250	47068030	47079279	0.0
CD79A	hg17	CD79A_vs_hg17.txt	1726009	NG_009619.1	chr19	100.000	11250	0	0	1	11250	47068030	47079279	0.0
CD79A	hg18	CD79A_vs_hg18.txt	1738753	NG_009619.1	chr19	100.000	11250	0	0	1	11250	47068030	47079279	0.0
CD79B	hg16	CD79B_vs_hg16.txt	1148681	NG_007368.1	chr17	100.000	10607	0	0	1	10607	62488075	62477469	0.0
CD79B	hg17	CD79B_vs_hg17.txt	1149738	NG_007368.1	chr17	100.000	10607	0	0	1	10607	59368436	59357830	0.0
CD79B	hg18	CD79B_vs_hg18.txt	1158079	NG_007368.1	chr17	100.000	10607	0	0	1	10607	59368436	59357830	0.0
CD8A	hg16	CD8A_vs_hg16.txt	2114533	NG_011608.2	chr2	100.000	30792	0	0	1	30792	87015059	86984268	0.0
CD8A	hg17	CD8A_vs_hg17.txt	2116925	NG_011608.2	chr2	100.000	30792	0	0	1	30792	86952177	86921386	0.0
CD8A	hg18	CD8A_vs_hg18.txt	2132581	NG_011608.2	chr2	100.000	30792	0	0	1	30792	86894030	86863239	0.0
CEBPE	hg16	CEBPE_vs_hg16.txt	245408	NG_009617.1	chr14	100.000	8960	0	0	1	8960	21583602	21574643	0.0
CEBPE	hg17	CEBPE_vs_hg17.txt	245636	NG_009617.1	chr14	100.000	8960	0	0	1	8960	22663314	22654355	0.0
CEBPE	hg18	CEBPE_vs_hg18.txt	247335	NG_009617.1	chr14	100.000	8960	0	0	1	8960	22663314	22654355	0.0
CFD	hg16	CFD_vs_hg16.txt	2132350	NG_007274.1	chr19	100.000	10960	0	0	1	10960	805665	816624	0.0
CFD	hg17	CFD_vs_hg17.txt	2135067	NG_007274.1	chr19	100.000	10960	0	0	1	10960	805665	816624	0.0
CFD	hg18	CFD_vs_hg18.txt	2151728	NG_007274.1	chr19	100.000	10960	0	0	1	10960	805665	816624	0.0
CFH	hg16	CFH_vs_hg16.txt	2190581	NG_007259.1	chr1	100.000	102494	0	0	1	102494	193904400	194006893	0.0
CFH	hg17	CFH_vs_hg17.txt	2192882	NG_007259.1	chr1	100.000	102494	0	0	1	102494	193347798	193450291	0.0
CFH	hg18	CFH_vs_hg18.txt	2208695	NG_007259.1	chr1	100.000	102494	0	0	1	102494	194882764	194985257	0.0
CFI	hg16	CFI_vs_hg16.txt	3777880	NG_007569.1	chr4	99.999	68290	1	0	1	68290	111186961	111118672	0.0
CFI	hg17	CFI_vs_hg17.txt	3781631	NG_007569.1	chr4	99.999	68290	1	0	1	68290	111085745	111017456	0.0
CFI	hg18	CFI_vs_hg18.txt	3809496	NG_007569.1	chr4	99.999	68290	1	0	1	68290	110947590	110879301	0.0
CFP	hg16	CFP_vs_hg16.txt	686329	NG_009893.1	chrX	100.000	13093	0	0	1	13093	46540686	46527594	0.0
CFP	hg17	CFP_vs_hg17.txt	687008	NG_009893.1	chrX	100.000	13093	0	0	1	13093	47250958	47237866	0.0
CFP	hg18	CFP_vs_hg18.txt	691833	NG_009893.1	chrX	100.000	13093	0	0	1	13093	47379648	47366556	0.0
CIITA	hg16	CIITA_vs_hg16.txt	4475467	NG_009628.1	chr16	99.998	54786	1	0	1	54786	10932487	10987272	0.0
CIITA	hg17	CIITA_vs_hg17.txt	4479869	NG_009628.1	chr16	99.998	54786	1	0	1	54786	10873556	10928341	0.0
CIITA	hg18	CIITA_vs_hg18.txt	4511623	NG_009628.1	chr16	99.998	54786	1	0	1	54786	10873556	10928341	0.0
CTSC	hg16	CTSC_vs_hg16.txt	1817709	NG_007952.1	chr11	99.998	51182	1	0	1	51182	87764094	87712913	0.0
CTSC	hg17	CTSC_vs_hg17.txt	1819565	NG_007952.1	chr11	99.998	51182	1	0	1	51182	87715589	87664408	0.0
CTSC	hg18	CTSC_vs_hg18.txt	1833022	NG_007952.1	chr11	99.998	51182	1	0	1	51182	87715589	87664408	0.0
CXCR4	hg16	CXCR4_vs_hg16.txt	2	NG_011587.1	chr2	100.000	10807	0	0	1	10807	137091494	137080688	0.0
CXCR4	hg17	CXCR4_vs_hg17.txt	2	NG_011587.1	chr2	100.000	10807	0	0	1	10807	136714457	136703651	0.0
CXCR4	hg18	CXCR4_vs_hg18.txt	2	NG_011587.1	chr2	100.000	10807	0	0	1	10807	136597195	136586389	0.0
CYBA	hg16	CYBA_vs_hg16.txt	1324173	NG_007291.1	chr16	99.973	14761	4	0	1	14761	88466582	88451822	0.0
CYBA	hg17	CYBA_vs_hg17.txt	1325757	NG_007291.1	chr16	100.000	14761	0	0	1	14761	87249958	87235198	0.0
CYBA	hg18	CYBA_vs_hg18.txt	1336044	NG_007291.1	chr16	100.000	14761	0	0	1	14761	87249958	87235198	0.0
CYBB	hg16	CYBB_vs_hg16.txt	479710	NG_009065.1	chrX	100.000	40445	0	0	1	40445	36665171	36705615	0.0
CYBB	hg17	CYBB_vs_hg17.txt	480325	NG_009065.1	chrX	100.000	40445	0	0	1	40445	37390487	37430931	0.0
CYBB	hg18	CYBB_vs_hg18.txt	484080	NG_009065.1	chrX	100.000	40445	0	0	1	40445	37519214	37559658	0.0
DCLRE1C	hg16	DCLRE1C_vs_hg16.txt	6223298	NG_007276.1	chr10	100.000	54225	0	0	1	54225	15005100	14950876	0.0
DCLRE1C	hg17	DCLRE1C_vs_hg17.txt	6230003	NG_007276.1	chr10	100.000	54225	0	0	1	54225	15041100	14986876	0.0
DCLRE1C	hg18	DCLRE1C_vs_hg18.txt	6275678	NG_007276.1	chr10	100.000	54225	0	0	1	54225	15041100	14986876	0.0
DKC1	hg16	DKC1_vs_hg16.txt	1213245	NG_009780.1	chrX	99.995	21934	1	0	1	21934	152453582	152475515	0.0
DKC1	hg17	DKC1_vs_hg17.txt	1214749	NG_009780.1	chrX	99.995	21934	1	0	1	21934	153549735	153571668	0.0
DKC1	hg18	DKC1_vs_hg18.txt	1223878	NG_009780.1	chrX	99.995	21934	1	0	1	21934	153639225	153661158	0.0
DNMT3B	hg16	DNMT3B_vs_hg16.txt	4835076	NG_007290.1	chr20	100.000	53972	0	0	1	53972	32060867	32114838	0.0
DNMT3B	hg17	DNMT3B_vs_hg17.txt	4840219	NG_007290.1	chr20	100.000	53972	0	0	1	53972	30808852	30862823	0.0
DNMT3B	hg18	DNMT3B_vs_hg18.txt	4876077	NG_007290.1	chr20	100.000	53972	0	0	1	53972	30808852	30862823	0.0
FASLG	hg16	FASLG_vs_hg16.txt	502829	NG_007269.1	chr1	100.000	14829	0	0	1	14829	169862561	169877389	0.0
FASLG	hg17	FASLG_vs_hg17.txt	503326	NG_007269.1	chr1	100.000	14829	0	0	1	14829	169354842	169369670	0.0
FASLG	hg18	FASLG_vs_hg18.txt	507051	NG_007269.1	chr1	100.000	14829	0	0	1	14829	170889808	170904636	0.0
FCGR1A	hg16	FCGR1A_vs_hg16.txt	506248	NG_007578.1	chr1	100.000	16787	0	0	1	16787	146965870	146982656	0.0
FCGR1A	hg17	FCGR1A_vs_hg17.txt	506715	NG_007578.1	chr1	100.000	16787	0	0	1	16787	146562361	146579147	0.0
FCGR1A	hg18	FCGR1A_vs_hg18.txt	510225	NG_007578.1	chr1	100.000	16787	0	0	1	16787	148015912	148032698	0.0
FCGR3A	hg16	FCGR3A_vs_hg16.txt	470420	NG_009066.1	chr1	99.931	15865	10	1	1	15865	158794186	158778323	0.0
FCGR3A	hg17	FCGR3A_vs_hg17.txt	470943	NG_009066.1	chr1	99.931	15865	10	1	1	15865	158338467	158322604	0.0
FCGR3A	hg18	FCGR3A_vs_hg18.txt	474378	NG_009066.1	chr1	100.000	15865	0	0	1	15865	159792037	159776173	0.0
FERMT3	hg16	FERMT3_vs_hg16.txt	3586156	NG_016360.1	chr11	100.000	24212	0	0	1	24212	63744512	63768723	0.0
FERMT3	hg17	FERMT3_vs_hg17.txt	3589847	NG_016360.1	chr11	100.000	24212	0	0	1	24212	63725728	63749939	0.0
FERMT3	hg18	FERMT3_vs_hg18.txt	3616810	NG_016360.1	chr11	100.000	24212	0	0	1	24212	63725728	63749939	0.0
FOXN1	hg16	FOXN1_vs_hg16.txt	903867	NG_007260.1	chr17	100.000	21217	0	0	1	21217	26991523	27012739	0.0
FOXN1	hg17	FOXN1_vs_hg17.txt	904764	NG_007260.1	chr17	100.000	21217	0	0	1	21217	23870086	23891302	0.0
FOXN1	hg18	FOXN1_vs_hg18.txt	911363	NG_007260.1	chr17	100.000	21217	0	0	1	21217	23870086	23891302	0.0
FOXP3	hg16	FOXP3_vs_hg16.txt	520340	NG_007392.1	chrX	100.000	21392	0	0	1	21392	48152522	48131131	0.0
FOXP3	hg17	FOXP3_vs_hg17.txt	520935	NG_007392.1	chrX	100.000	21392	0	0	1	21392	48882659	48861268	0.0
FOXP3	hg18	FOXP3_vs_hg18.txt	524794	NG_007392.1	chrX	100.000	21392	0	0	1	21392	49013232	48991841	0.0
G6PC3	hg16	G6PC3_vs_hg16.txt	1463707	NG_015818.1	chr17	100.000	12615	0	0	1	12615	42618263	42630877	0.0
G6PC3	hg17	G6PC3_vs_hg17.txt	1465376	NG_015818.1	chr17	100.000	12615	0	0	1	12615	39498624	39511238	0.0
G6PC3	hg18	G6PC3_vs_hg18.txt	1476521	NG_015818.1	chr17	100.000	12615	0	0	1	12615	39498624	39511238	0.0
GFI1	hg16	GFI1_vs_hg16.txt	621598	NG_007874.1	chr1	100.000	19116	0	0	1	19116	92429234	92410119	0.0
GFI1	hg17	GFI1_vs_hg17.txt	622290	NG_007874.1	chr1	100.000	19116	0	0	1	19116	92669454	92650339	0.0
GFI1	hg18	GFI1_vs_hg18.txt	626917	NG_007874.1	chr1	100.000	19116	0	0	1	19116	92730021	92710906	0.0
HAX1	hg16	HAX1_vs_hg16.txt	2034020	NG_007369.1	chr1	100.000	10313	0	0	1	10313	151456831	151467143	0.0
HAX1	hg17	HAX1_vs_hg17.txt	2036243	NG_007369.1	chr1	100.000	10313	0	0	1	10313	151053112	151063424	0.0
HAX1	hg18	HAX1_vs_hg18.txt	2051272	NG_007369.1	chr1	100.000	10313	0	0	1	10313	152506663	152516975	0.0
ICOS	hg16	ICOS_vs_hg16.txt	786420	NG_011586.1	chr2	100.000	31798	0	0	1	31798	204999046	205030843	0.0
ICOS	hg17	ICOS_vs_hg17.txt	787453	NG_011586.1	chr2	100.000	31798	0	0	1	31798	204622009	204653806	0.0
ICOS	hg18	ICOS_vs_hg18.txt	793456	NG_011586.1	chr2	100.000	31798	0	0	1	31798	204504748	204536545	0.0
IFNGR1	hg16	IFNGR1_vs_hg16.txt	541324	NG_007394.1	chr6	100.000	28945	0	0	1	28945	137526137	137497193	0.0
IFNGR1	hg17	IFNGR1_vs_hg17.txt	541766	NG_007394.1	chr6	100.000	28945	0	0	1	28945	137587260	137558316	0.0
IFNGR1	hg18	IFNGR1_vs_hg18.txt	545470	NG_007394.1	chr6	100.000	28945	0	0	1	28945	137587260	137558316	0.0
IFNGR2	hg16	IFNGR2_vs_hg16.txt	18030082	NG_007570.2	chr21	100.000	101357	0	0	1	101357	33672695	33774051	0.0
IFNGR2	hg17	IFNGR2_vs_hg17.txt	18048048	NG_007570.2	chr21	100.000	101357	0	0	1	101357	33674169	33775525	0.0
IFNGR2	hg18	IFNGR2_vs_hg18.txt	18179543	NG_007570.2	chr21	100.000	101357	0	0	1	101357	33674169	33775525	0.0
IGLL1	hg16	IGLL1_vs_hg16.txt	1093782	NG_009791.1	chr22	100.000	14184	0	0	1	14184	22252049	22237866	0.0
IGLL1	hg17	IGLL1_vs_hg17.txt	1095019	NG_009791.1	chr22	100.000	14184	0	0	1	14184	22252049	22237866	0.0
IGLL1	hg18	IGLL1_vs_hg18.txt	1103042	NG_009791.1	chr22	100.000	14184	0	0	1	14184	22257495	22243312	0.0
IKBKG	hg16	IKBKG_vs_hg16.txt	3638852	NG_009896.1	chrX	100.000	29803	0	0	1	29803	152233010	152262812	0.0
IKBKG	hg17	IKBKG_vs_hg17.txt	3642938	NG_009896.1	chrX	100.000	29803	0	0	1	29803	153329163	153358965	0.0
IKBKG	hg18	IKBKG_vs_hg18.txt	3670160	NG_009896.1	chrX	100.000	29803	0	0	1	29803	153418653	153448455	0.0
IL12B	hg16	IL12B_vs_hg16.txt	221636	NG_009618.1	chr5	100.000	22691	0	0	1	22691	158743376	158720686	0.0
IL12B	hg17	IL12B_vs_hg17.txt	221851	NG_009618.1	chr5	100.000	22691	0	0	1	22691	158695059	158672369	0.0
IL12B	hg18	IL12B_vs_hg18.txt	223410	NG_009618.1	chr5	100.000	22691	0	0	1	22691	158695059	158672369	0.0
IL12RB1	hg16	IL12RB1_vs_hg16.txt	9270155	NG_007366.2	chr19	100.000	46389	0	0	1	46389	18075759	18029371	0.0
IL12RB1	hg17	IL12RB1_vs_hg17.txt	9280143	NG_007366.2	chr19	100.000	46389	0	0	1	46389	18075759	18029371	0.0
IL12RB1	hg18	IL12RB1_vs_hg18.txt	9347819	NG_007366.2	chr19	100.000	46389	0	0	1	46389	18075759	18029371	0.0
IL2RA	hg16	IL2RA_vs_hg16.txt	4834682	NG_007403.1	chr10	100.000	57767	0	0	1	57767	6113278	6055512	0.0
IL2RA	hg17	IL2RA_vs_hg17.txt	4839725	NG_007403.1	chr10	100.000	57767	0	0	1	57767	6149278	6091512	0.0
IL2RA	hg18	IL2RA_vs_hg18.txt	4874795	NG_007403.1	chr10	100.000	57767	0	0	1	57767	6149278	6091512	0.0
IL7R	hg16	IL7R_vs_hg16.txt	439991	NG_009567.1	chr5	100.000	26934	0	0	1	26934	35897492	35924425	0.0
IL7R	hg17	IL7R_vs_hg17.txt	440364	NG_009567.1	chr5	100.000	26934	0	0	1	26934	35887748	35914681	0.0
IL7R	hg18	IL7R_vs_hg18.txt	443291	NG_009567.1	chr5	100.000	26934	0	0	1	26934	35887748	35914681	0.0
IRAK4	hg16	IRAK4_vs_hg16.txt	1595110	NG_009892.1	chr12	100.000	37600	0	0	1	37600	42434014	42471613	0.0
IRAK4	hg17	IRAK4_vs_hg17.txt	1596970	NG_009892.1	chr12	100.000	37600	0	0	1	37600	42434014	42471613	0.0
IRAK4	hg18	IRAK4_vs_hg18.txt	1608773	NG_009892.1	chr12	100.000	37600	0	0	1	37600	42434014	42471613	0.0
ITGB2	hg16	ITGB2_vs_hg16.txt	2227879	NG_007270.2	chr21	100.000	49886	0	0	1	49886	45209955	45160070	0.0
ITGB2	hg17	ITGB2_vs_hg17.txt	2230159	NG_007270.2	chr21	100.000	49886	0	0	1	49886	45178181	45128296	0.0
ITGB2	hg18	ITGB2_vs_hg18.txt	2246879	NG_007270.2	chr21	100.000	49886	0	0	1	49886	45178181	45128296	0.0
JAK3	hg16	JAK3_vs_hg16.txt	4633966	NG_007273.1	chr19	100.000	28840	0	0	1	28840	17824800	17795961	0.0
JAK3	hg17	JAK3_vs_hg17.txt	4639128	NG_007273.1	chr19	100.000	28840	0	0	1	28840	17824800	17795961	0.0
JAK3	hg18	JAK3_vs_hg18.txt	4673356	NG_007273.1	chr19	100.000	28840	0	0	1	28840	17824800	17795961	0.0
LIG1	hg16	LIG1_vs_hg16.txt	9198646	NG_007395.1	chr19	99.998	61858	1	0	1	61858	53370372	53308515	0.0
LIG1	hg17	LIG1_vs_hg17.txt	9208349	NG_007395.1	chr19	99.998	61858	1	0	1	61858	53370372	53308515	0.0
LIG1	hg18	LIG1_vs_hg18.txt	9276081	NG_007395.1	chr19	99.998	61858	1	0	1	61858	53370372	53308515	0.0
LIG4	hg16	LIG4_vs_hg16.txt	685040	NG_007396.1	chr13	100.000	15093	0	0	1	15093	106570883	106555791	0.0
