gene	build	file	total_hits	query_id	subject_id	pct_identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue
AF380342_CASP8	hg18	AF380342_CASP8_vs_hg18.txt	9	AF380342.1	chr2	98.844	519	6	0	1007	1525	201857767	201858285	0.0
AF432223_SMARCAL1	hg16	AF432223_SMARCAL1_vs_hg16.txt	17	AF432223.1	chr2	100.000	870	0	0	82	951	217481911	217482780	0.0
AF432223_SMARCAL1	hg17	AF432223_SMARCAL1_vs_hg17.txt	17	AF432223.1	chr2	100.000	870	0	0	82	951	217104875	217105744	0.0
AF432223_SMARCAL1	hg18	AF432223_SMARCAL1_vs_hg18.txt	17	AF432223.1	chr2	100.000	870	0	0	82	951	216987614	216988483	0.0
AF493919_NRAS	hg16	AF493919_NRAS_vs_hg16.txt	4	AF493919.1	chr1	100.000	182	0	0	110	291	114555328	114555147	5.16e-90
AF493919_NRAS	hg17	AF493919_NRAS_vs_hg17.txt	4	AF493919.1	chr1	100.000	182	0	0	110	291	114968643	114968462	5.16e-90
AF493919_NRAS	hg18	AF493919_NRAS_vs_hg18.txt	4	AF493919.1	chr1	100.000	182	0	0	110	291	115058124	115057943	5.18e-90
AJ313463_CFD	hg16	AJ313463_CFD_vs_hg16.txt	5	AJ313463.1	chr19	99.624	266	0	1	355	620	812696	812960	2.36e-134
AJ313463_CFD	hg17	AJ313463_CFD_vs_hg17.txt	5	AJ313463.1	chr19	99.624	266	0	1	355	620	812696	812960	2.36e-134
AJ313463_CFD	hg18	AJ313463_CFD_vs_hg18.txt	5	AJ313463.1	chr19	99.624	266	0	1	355	620	812696	812960	2.37e-134
AJ487678_CASP10	hg16	AJ487678_CASP10_vs_hg16.txt	7	AJ487678.1	chr2	100.000	494	0	0	845	1338	202276335	202276828	0.0
AJ487678_CASP10	hg17	AJ487678_CASP10_vs_hg17.txt	7	AJ487678.1	chr2	100.000	494	0	0	845	1338	201899298	201899791	0.0
AJ487678_CASP10	hg18	AJ487678_CASP10_vs_hg18.txt	7	AJ487678.1	chr2	100.000	494	0	0	845	1338	201782037	201782530	0.0
AK057792_C1QC	hg16	AK057792_C1QC_vs_hg16.txt	3	AK057792.1	chr1	97.407	887	2	2	296	1161	22443191	22444077	0.0
AK057792_C1QC	hg17	AK057792_C1QC_vs_hg17.txt	3	AK057792.1	chr1	97.407	887	2	2	296	1161	22719022	22719908	0.0
AK057792_C1QC	hg18	AK057792_C1QC_vs_hg18.txt	3	AK057792.1	chr1	97.407	887	2	2	296	1161	22846303	22847189	0.0
AK222954_CD79B	hg16	AK222954_CD79B_vs_hg16.txt	6	AK222954.1	chr17	100.000	589	0	0	663	1251	62480057	62479469	0.0
AK222954_CD79B	hg17	AK222954_CD79B_vs_hg17.txt	6	AK222954.1	chr17	100.000	589	0	0	663	1251	59360418	59359830	0.0
AK222954_CD79B	hg18	AK222954_CD79B_vs_hg18.txt	6	AK222954.1	chr17	100.000	589	0	0	663	1251	59360418	59359830	0.0
AK223210_CD79B	hg16	AK223210_CD79B_vs_hg16.txt	6	AK223210.1	chr17	100.000	587	0	0	668	1254	62480057	62479471	0.0
AK223210_CD79B	hg17	AK223210_CD79B_vs_hg17.txt	6	AK223210.1	chr17	100.000	587	0	0	668	1254	59360418	59359832	0.0
AK223210_CD79B	hg18	AK223210_CD79B_vs_hg18.txt	6	AK223210.1	chr17	100.000	587	0	0	668	1254	59360418	59359832	0.0
AK291848_TAZ	hg16	AK291848_TAZ_vs_hg16.txt	11	AK291848.1	chrX	100.000	301	0	0	972	1272	152117153	152117453	8.37e-156
AK291848_TAZ	hg17	AK291848_TAZ_vs_hg17.txt	11	AK291848.1	chrX	100.000	301	0	0	972	1272	153170089	153170389	8.36e-156
AK291848_TAZ	hg18	AK291848_TAZ_vs_hg18.txt	11	AK291848.1	chrX	100.000	301	0	0	972	1272	153302436	153302736	8.39e-156
AK292612_CD3E	hg16	AK292612_CD3E_vs_hg16.txt	6	AK292612.1	chr11	99.855	688	1	0	671	1358	117723851	117724538	0.0
AK292612_CD3E	hg17	AK292612_CD3E_vs_hg17.txt	6	AK292612.1	chr11	99.855	688	1	0	671	1358	117691409	117692096	0.0
AK292612_CD3E	hg18	AK292612_CD3E_vs_hg18.txt	6	AK292612.1	chr11	99.855	688	1	0	671	1358	117691409	117692096	0.0
AK300963_CFD	hg16	AK300963_CFD_vs_hg16.txt	5	AK300963.1	chr19	100.000	362	0	0	640	1001	814090	814451	0.0
AK300963_CFD	hg17	AK300963_CFD_vs_hg17.txt	5	AK300963.1	chr19	100.000	362	0	0	640	1001	814090	814451	0.0
AK300963_CFD	hg18	AK300963_CFD_vs_hg18.txt	5	AK300963.1	chr19	100.000	362	0	0	640	1001	814090	814451	0.0
AK313382_C8B	hg16	AK313382_C8B_vs_hg16.txt	12	AK313382.1	chr1	99.197	249	1	1	929	1177	56781652	56781405	7.66e-123
AK313382_C8B	hg17	AK313382_C8B_vs_hg17.txt	12	AK313382.1	chr1	99.197	249	1	1	929	1177	57123755	57123508	7.65e-123
AK313382_C8B	hg18	AK313382_C8B_vs_hg18.txt	12	AK313382.1	chr1	99.197	249	1	1	929	1177	57184322	57184075	7.68e-123
AK313577_CD19	hg16	AK313577_CD19_vs_hg16.txt	14	AK313577.1	chr16	99.644	281	0	1	588	868	28982188	28982467	2.48e-142
AK313577_CD19	hg17	AK313577_CD19_vs_hg17.txt	14	AK313577.1	chr16	99.644	281	0	1	588	868	28852052	28852331	2.48e-142
AK313577_CD19	hg18	AK313577_CD19_vs_hg18.txt	14	AK313577.1	chr16	99.644	281	0	1	588	868	28852052	28852331	2.49e-142
AK313946_CD247	hg16	AK313946_CD247_vs_hg16.txt	6	AK313946.1	chr1	100.000	132	0	0	1	132	164675153	164675022	3.20e-62
AK313946_CD247	hg17	AK313946_CD247_vs_hg17.txt	6	AK313946.1	chr1	100.000	132	0	0	1	132	164219434	164219303	3.19e-62
AK313946_CD247	hg18	AK313946_CD247_vs_hg18.txt	6	AK313946.1	chr1	100.000	132	0	0	1	132	165754400	165754269	3.21e-62
AK314928_STIM1	hg16	AK314928_STIM1_vs_hg16.txt	12	AK314928.1	chr11	100.000	519	0	0	1666	2184	4076819	4077337	0.0
AK314928_STIM1	hg17	AK314928_STIM1_vs_hg17.txt	12	AK314928.1	chr11	100.000	519	0	0	1666	2184	4069086	4069604	0.0
AK314928_STIM1	hg18	AK314928_STIM1_vs_hg18.txt	12	AK314928.1	chr11	100.000	519	0	0	1666	2184	4069086	4069604	0.0
AP3B1	hg16	AP3B1_vs_hg16.txt	14121562	AP3B1_DNA	chr5	100.000	294343	0	0	1	294343	77675568	77381226	0.0
AP3B1	hg17	AP3B1_vs_hg17.txt	14135372	AP3B1_DNA	chr5	100.000	294343	0	0	1	294343	77627251	77332909	0.0
AP3B1	hg18	AP3B1_vs_hg18.txt	14237912	AP3B1_DNA	chr5	100.000	294343	0	0	1	294343	77627251	77332909	0.0
AY231464_TAZ	hg16	AY231464_TAZ_vs_hg16.txt	11	AY231464.1	chrX	99.254	134	0	1	115	247	152108333	152108466	6.61e-61
AY231464_TAZ	hg17	AY231464_TAZ_vs_hg17.txt	11	AY231464.1	chrX	99.254	134	0	1	115	247	153161266	153161399	6.60e-61
AY231464_TAZ	hg18	AY231464_TAZ_vs_hg18.txt	11	AY231464.1	chrX	99.254	134	0	1	115	247	153293613	153293746	6.63e-61
BC002494_G6PC3	hg16	BC002494_G6PC3_vs_hg16.txt	6	BC002494.2	chr17	99.849	663	1	0	711	1373	42628212	42628874	0.0
BC002494_G6PC3	hg17	BC002494_G6PC3_vs_hg17.txt	6	BC002494.2	chr17	99.849	663	1	0	711	1373	39508573	39509235	0.0
BC002494_G6PC3	hg18	BC002494_G6PC3_vs_hg18.txt	6	BC002494.2	chr17	99.849	663	1	0	711	1373	39508573	39509235	0.0
BC003624_IFNGR2	hg16	BC003624_IFNGR2_vs_hg16.txt	7	BC003624.2	chr21	99.855	691	0	1	994	1683	33729529	33730219	0.0
BC003624_IFNGR2	hg17	BC003624_IFNGR2_vs_hg17.txt	7	BC003624.2	chr21	99.855	691	0	1	994	1683	33731003	33731693	0.0
BC003624_IFNGR2	hg18	BC003624_IFNGR2_vs_hg18.txt	7	BC003624.2	chr21	99.855	691	0	1	994	1683	33731003	33731693	0.0
BC005219_NRAS	hg16	BC005219_NRAS_vs_hg16.txt	7	BC005219.1	chr1	99.819	1105	1	1	728	1832	114549404	114548301	0.0
BC005219_NRAS	hg17	BC005219_NRAS_vs_hg17.txt	7	BC005219.1	chr1	99.819	1105	1	1	728	1832	114962719	114961616	0.0
BC005219_NRAS	hg18	BC005219_NRAS_vs_hg18.txt	7	BC005219.1	chr1	99.819	1105	1	1	728	1832	115052200	115051097	0.0
BC005333_IFNGR1	hg16	BC005333_IFNGR1_vs_hg16.txt	7	BC005333.1	chr6	99.740	1156	1	2	943	2098	137500347	137499194	0.0
BC005333_IFNGR1	hg17	BC005333_IFNGR1_vs_hg17.txt	7	BC005333.1	chr6	99.740	1156	1	2	943	2098	137561470	137560317	0.0
BC005333_IFNGR1	hg18	BC005333_IFNGR1_vs_hg18.txt	7	BC005333.1	chr6	99.740	1156	1	2	943	2098	137561470	137560317	0.0
BC006338_CD19	hg16	BC006338_CD19_vs_hg16.txt	15	BC006338.2	chr16	99.644	281	0	1	599	879	28982188	28982467	2.84e-142
BC006338_CD19	hg17	BC006338_CD19_vs_hg17.txt	15	BC006338.2	chr16	99.644	281	0	1	599	879	28852052	28852331	2.84e-142
BC006338_CD19	hg18	BC006338_CD19_vs_hg18.txt	15	BC006338.2	chr16	99.644	281	0	1	599	879	28852052	28852331	2.85e-142
BC008983_C1QB	hg16	BC008983_C1QB_vs_hg16.txt	3	BC008983.1	chr1	99.862	727	1	0	260	986	22456778	22457504	0.0
BC008983_C1QB	hg17	BC008983_C1QB_vs_hg17.txt	3	BC008983.1	chr1	99.862	727	1	0	260	986	22732609	22733335	0.0
BC008983_C1QB	hg18	BC008983_C1QB_vs_hg18.txt	3	BC008983.1	chr1	99.862	727	1	0	260	986	22859890	22860616	0.0
BC009016_C1QC	hg16	BC009016_C1QC_vs_hg16.txt	3	BC009016.1	chr1	97.860	888	1	2	246	1115	22443191	22444078	0.0
BC009016_C1QC	hg17	BC009016_C1QC_vs_hg17.txt	3	BC009016.1	chr1	97.860	888	1	2	246	1115	22719022	22719909	0.0
BC009016_C1QC	hg18	BC009016_C1QC_vs_hg18.txt	3	BC009016.1	chr1	97.860	888	1	2	246	1115	22846303	22847190	0.0
BC014243_TYK2	hg16	BC014243_TYK2_vs_hg16.txt	25	BC014243.2	chr19	100.000	438	0	0	3769	4206	10322646	10322209	0.0
BC014243_TYK2	hg17	BC014243_TYK2_vs_hg17.txt	25	BC014243.2	chr19	100.000	438	0	0	3769	4206	10322646	10322209	0.0
BC014243_TYK2	hg18	BC014243_TYK2_vs_hg18.txt	25	BC014243.2	chr19	100.000	438	0	0	3769	4206	10322646	10322209	0.0
BC015369_ORAI1	hg16	BC015369_ORAI1_vs_hg16.txt	2	BC015369.1	chr12	99.600	1001	3	1	358	1358	120477252	120478251	0.0
BC015369_ORAI1	hg17	BC015369_ORAI1_vs_hg17.txt	2	BC015369.1	chr12	99.600	1001	3	1	358	1358	120541666	120542665	0.0
BC015369_ORAI1	hg18	BC015369_ORAI1_vs_hg18.txt	2	BC015369.1	chr12	99.600	1001	3	1	358	1358	120563329	120564328	0.0
BC021300_STIM1	hg16	BC021300_STIM1_vs_hg16.txt	12	BC021300.2	chr11	99.896	1926	2	0	2100	4025	4076819	4078744	0.0
BC021300_STIM1	hg17	BC021300_STIM1_vs_hg17.txt	12	BC021300.2	chr11	99.896	1926	2	0	2100	4025	4069086	4071011	0.0
BC021300_STIM1	hg18	BC021300_STIM1_vs_hg18.txt	12	BC021300.2	chr11	99.896	1926	2	0	2100	4025	4069086	4071011	0.0
BC021574_G6PC3	hg16	BC021574_G6PC3_vs_hg16.txt	6	BC021574.1	chr17	100.000	666	0	0	893	1558	42628212	42628877	0.0
BC021574_G6PC3	hg17	BC021574_G6PC3_vs_hg17.txt	6	BC021574.1	chr17	100.000	666	0	0	893	1558	39508573	39509238	0.0
BC021574_G6PC3	hg18	BC021574_G6PC3_vs_hg18.txt	6	BC021574.1	chr17	100.000	666	0	0	893	1558	39508573	39509238	0.0
BC025703_CD247	hg16	BC025703_CD247_vs_hg16.txt	6	BC025703.1	chr1	99.729	1107	3	0	487	1593	164588364	164587258	0.0
BC025703_CD247	hg17	BC025703_CD247_vs_hg17.txt	6	BC025703.1	chr1	99.729	1107	3	0	487	1593	164132645	164131539	0.0
BC025703_CD247	hg18	BC025703_CD247_vs_hg18.txt	6	BC025703.1	chr1	99.729	1107	3	0	487	1593	165667611	165666505	0.0
BC030239_IGLL1	hg16	BC030239_IGLL1_vs_hg16.txt	12	BC030239.1	chr22	100.000	464	0	0	264	727	22240329	22239866	0.0
BC030239_IGLL1	hg17	BC030239_IGLL1_vs_hg17.txt	12	BC030239.1	chr22	100.000	464	0	0	264	727	22240329	22239866	0.0
BC030239_IGLL1	hg18	BC030239_IGLL1_vs_hg18.txt	12	BC030239.1	chr22	100.000	464	0	0	264	727	22245775	22245312	0.0
BC032729_BIRC4	hg16	BC032729_BIRC4_vs_hg16.txt	11	BC032729.1	chr10	95.704	1094	33	4	949	2042	111104771	111105850	0.0
BC032729_BIRC4	hg17	BC032729_BIRC4_vs_hg17.txt	11	BC032729.1	chr10	95.704	1094	33	4	949	2042	111430174	111431253	0.0
BC032729_BIRC4	hg18	BC032729_BIRC4_vs_hg18.txt	11	BC032729.1	chr10	95.704	1094	33	4	949	2042	111430174	111431253	0.0
BC033791_RNF168	hg16	BC033791_RNF168_vs_hg16.txt	7	BC033791.1	chr3	99.902	1023	0	1	1295	2316	197526171	197525149	0.0
BC033791_RNF168	hg17	BC033791_RNF168_vs_hg17.txt	7	BC033791.1	chr3	99.902	1023	0	1	1295	2316	197687960	197686938	0.0
BC033791_RNF168	hg18	BC033791_RNF168_vs_hg18.txt	7	BC033791.1	chr3	99.902	1023	0	1	1295	2316	197684047	197683025	0.0
BC035797_CEBPE	hg16	BC035797_CEBPE_vs_hg16.txt	4	BC035797.1	chr14	100.000	614	0	0	1	614	21578531	21577918	0.0
BC035797_CEBPE	hg17	BC035797_CEBPE_vs_hg17.txt	4	BC035797.1	chr14	100.000	614	0	0	1	614	22658243	22657630	0.0
BC035797_CEBPE	hg18	BC035797_CEBPE_vs_hg18.txt	4	BC035797.1	chr14	100.000	614	0	0	1	614	22658243	22657630	0.0
BC037491_LIG4	hg16	BC037491_LIG4_vs_hg16.txt	3	BC037491.2	chr13	99.896	3860	2	1	123	3980	106561647	106557788	0.0
BC037491_LIG4	hg17	BC037491_LIG4_vs_hg17.txt	3	BC037491.2	chr13	99.896	3860	2	1	123	3980	107661647	107657788	0.0
BC037491_LIG4	hg18	BC037491_LIG4_vs_hg18.txt	3	BC037491.2	chr13	99.896	3860	2	1	123	3980	107661647	107657788	0.0
BC039035_CD3D	hg16	BC039035_CD3D_vs_hg16.txt	1074	BC039035.1	chr11	100.000	827	0	0	704	1530	117743743	117742917	0.0
BC039035_CD3D	hg17	BC039035_CD3D_vs_hg17.txt	1072	BC039035.1	chr11	100.000	827	0	0	704	1530	117711301	117710475	0.0
BC039035_CD3D	hg18	BC039035_CD3D_vs_hg18.txt	1077	BC039035.1	chr11	100.000	827	0	0	704	1530	117711301	117710475	0.0
BC043341_SMARCAL1	hg16	BC043341_SMARCAL1_vs_hg16.txt	16	BC043341.1	chr2	100.000	870	0	0	59	928	217481911	217482780	0.0
BC043341_SMARCAL1	hg17	BC043341_SMARCAL1_vs_hg17.txt	16	BC043341.1	chr2	100.000	870	0	0	59	928	217104875	217105744	0.0
BC043341_SMARCAL1	hg18	BC043341_SMARCAL1_vs_hg18.txt	16	BC043341.1	chr2	100.000	870	0	0	59	928	216987614	216988483	0.0
BC049847_CD3E	hg16	BC049847_CD3E_vs_hg16.txt	5	BC049847.1	chr11	100.000	692	0	0	634	1325	117723851	117724542	0.0
BC049847_CD3E	hg17	BC049847_CD3E_vs_hg17.txt	5	BC049847.1	chr11	100.000	692	0	0	634	1325	117691409	117692100	0.0
BC049847_CD3E	hg18	BC049847_CD3E_vs_hg18.txt	5	BC049847.1	chr11	100.000	692	0	0	634	1325	117691409	117692100	0.0
BC053878_ZAP70	hg16	BC053878_ZAP70_vs_hg16.txt	14	BC053878.1	chr2	99.592	490	2	0	1916	2405	97977234	97977723	0.0
BC053878_ZAP70	hg17	BC053878_ZAP70_vs_hg17.txt	14	BC053878.1	chr2	99.592	490	2	0	1916	2405	97814352	97814841	0.0
BC053878_ZAP70	hg18	BC053878_ZAP70_vs_hg18.txt	14	BC053878.1	chr2	99.592	490	2	0	1916	2405	97722266	97722755	0.0
BC057807_CFD	hg16	BC057807_CFD_vs_hg16.txt	5	BC057807.1	chr19	99.624	266	0	1	385	650	812696	812960	2.74e-134
BC057807_CFD	hg17	BC057807_CFD_vs_hg17.txt	5	BC057807.1	chr19	99.624	266	0	1	385	650	812696	812960	2.73e-134
BC057807_CFD	hg18	BC057807_CFD_vs_hg18.txt	5	BC057807.1	chr19	99.624	266	0	1	385	650	812696	812960	2.75e-134
BC063458_MRE11A	hg16	BC063458_MRE11A_vs_hg16.txt	22	BC063458.1	chr3	93.750	880	46	6	1	874	157152997	157152121	0.0
BC063458_MRE11A	hg17	BC063458_MRE11A_vs_hg17.txt	22	BC063458.1	chr3	93.750	880	46	6	1	874	157314786	157313910	0.0
BC063458_MRE11A	hg18	BC063458_MRE11A_vs_hg18.txt	22	BC063458.1	chr3	93.750	880	46	6	1	874	157314778	157313902	0.0
BC065227_STAT5B	hg16	BC065227_STAT5B_vs_hg16.txt	28	BC065227.1	chr17	99.814	2688	1	1	2407	5090	40727047	40724360	0.0
BC065227_STAT5B	hg17	BC065227_STAT5B_vs_hg17.txt	28	BC065227.1	chr17	99.814	2688	1	1	2407	5090	37607408	37604721	0.0
BC065227_STAT5B	hg18	BC065227_STAT5B_vs_hg18.txt	28	BC065227.1	chr17	99.814	2688	1	1	2407	5090	37607408	37604721	0.0
BC070321_CD3D	hg16	BC070321_CD3D_vs_hg16.txt	5	BC070321.1	chr11	100.000	221	0	0	191	411	117748962	117748742	1.48e-111
BC070321_CD3D	hg17	BC070321_CD3D_vs_hg17.txt	5	BC070321.1	chr11	100.000	221	0	0	191	411	117716520	117716300	1.48e-111
BC070321_CD3D	hg18	BC070321_CD3D_vs_hg18.txt	5	BC070321.1	chr11	100.000	221	0	0	191	411	117716520	117716300	1.49e-111
BC075831_ORAI1	hg16	BC075831_ORAI1_vs_hg16.txt	3	BC075831.1	chr12	99.799	996	2	0	496	1491	120477252	120478247	0.0
BC075831_ORAI1	hg17	BC075831_ORAI1_vs_hg17.txt	3	BC075831.1	chr12	99.799	996	2	0	496	1491	120541666	120542661	0.0
BC075831_ORAI1	hg18	BC075831_ORAI1_vs_hg18.txt	3	BC075831.1	chr12	99.799	996	2	0	496	1491	120563329	120564324	0.0
BC113830_CD3G	hg16	BC113830_CD3G_vs_hg16.txt	6	BC113830.1	chr11	100.000	230	0	0	104	333	117758108	117758337	1.53e-116
BC113830_CD3G	hg17	BC113830_CD3G_vs_hg17.txt	6	BC113830.1	chr11	100.000	230	0	0	104	333	117725666	117725895	1.53e-116
BC113830_CD3G	hg18	BC113830_CD3G_vs_hg18.txt	6	BC113830.1	chr11	100.000	230	0	0	104	333	117725666	117725895	1.54e-116
BC130575_C8B	hg16	BC130575_C8B_vs_hg16.txt	12	BC130575.1	chr1	99.197	249	1	1	890	1138	56781652	56781405	7.69e-123
BC130575_C8B	hg17	BC130575_C8B_vs_hg17.txt	12	BC130575.1	chr1	99.197	249	1	1	890	1138	57123755	57123508	7.68e-123
BC130575_C8B	hg18	BC130575_C8B_vs_hg18.txt	12	BC130575.1	chr1	99.197	249	1	1	890	1138	57184322	57184075	7.71e-123
BC136436_RAD50	hg16	BC136436_RAD50_vs_hg16.txt	25	BC136436.1	chr5	99.536	431	0	2	4041	4469	132054079	132054509	0.0
BC136436_RAD50	hg17	BC136436_RAD50_vs_hg17.txt	25	BC136436.1	chr5	99.536	431	0	2	4041	4469	132005762	132006192	0.0
BC136436_RAD50	hg18	BC136436_RAD50_vs_hg18.txt	25	BC136436.1	chr5	99.536	431	0	2	4041	4469	132005762	132006192	0.0
BLNK	hg16	BLNK_vs_hg16.txt	4332723	BLNK_DNA	chr10	100.000	99850	0	0	1	99850	97705891	97606042	0.0
BLNK	hg17	BLNK_vs_hg17.txt	4337277	BLNK_DNA	chr10	100.000	99850	0	0	1	99850	98031294	97931445	0.0
BLNK	hg18	BLNK_vs_hg18.txt	4368413	BLNK_DNA	chr10	100.000	99850	0	0	1	99850	98031294	97931445	0.0
BT006814_IFNGR1	hg16	BT006814_IFNGR1_vs_hg16.txt	7	BT006814.1	chr6	100.000	608	0	0	861	1468	137500347	137499740	0.0
BT006814_IFNGR1	hg17	BT006814_IFNGR1_vs_hg17.txt	7	BT006814.1	chr6	100.000	608	0	0	861	1468	137561470	137560863	0.0
BT006814_IFNGR1	hg18	BT006814_IFNGR1_vs_hg18.txt	7	BT006814.1	chr6	100.000	608	0	0	861	1468	137561470	137560863	0.0
C3	hg16	C3_vs_hg16.txt	5056795	C3_DNA	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
C3	hg17	C3_vs_hg17.txt	5062530	C3_DNA	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
C3	hg18	C3_vs_hg18.txt	5099802	C3_DNA	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
CD014058_CD3D	hg16	CD014058_CD3D_vs_hg16.txt	4	CD014058.1	chr11	100.000	221	0	0	78	298	117748962	117748742	8.93e-112
CD014058_CD3D	hg17	CD014058_CD3D_vs_hg17.txt	4	CD014058.1	chr11	100.000	221	0	0	78	298	117716520	117716300	8.92e-112
CD014058_CD3D	hg18	CD014058_CD3D_vs_hg18.txt	4	CD014058.1	chr11	100.000	221	0	0	78	298	117716520	117716300	8.96e-112
J03143_IFNGR1	hg16	J03143_IFNGR1_vs_hg16.txt	7	J03143.1	chr6	99.654	1157	2	2	909	2064	137500347	137499192	0.0
J03143_IFNGR1	hg17	J03143_IFNGR1_vs_hg17.txt	7	J03143.1	chr6	99.654	1157	2	2	909	2064	137561470	137560315	0.0
J03143_IFNGR1	hg18	J03143_IFNGR1_vs_hg18.txt	7	J03143.1	chr6	99.654	1157	2	2	909	2064	137561470	137560315	0.0
J04132_CD247	hg16	J04132_CD247_vs_hg16.txt	6	J04132.1	chr1	99.693	976	1	2	497	1471	164588364	164587390	0.0
J04132_CD247	hg17	J04132_CD247_vs_hg17.txt	6	J04132.1	chr1	99.693	976	1	2	497	1471	164132645	164131671	0.0
J04132_CD247	hg18	J04132_CD247_vs_hg18.txt	6	J04132.1	chr1	99.693	976	1	2	497	1471	165667611	165666637	0.0
K03122_IL2RA	hg16	K03122_IL2RA_vs_hg16.txt	7	K03122.1	chr10	99.759	830	1	1	735	1563	6058869	6058040	0.0
K03122_IL2RA	hg17	K03122_IL2RA_vs_hg17.txt	7	K03122.1	chr10	99.759	830	1	1	735	1563	6094869	6094040	0.0
K03122_IL2RA	hg18	K03122_IL2RA_vs_hg18.txt	7	K03122.1	chr10	99.759	830	1	1	735	1563	6094869	6094040	0.0
L03418_FCGR1A	hg16	L03418_FCGR1A_vs_hg16.txt	4	L03418.1	chr1	100.000	288	0	0	558	845	146978190	146978477	1.25e-148
L03418_FCGR1A	hg17	L03418_FCGR1A_vs_hg17.txt	12	L03418.1	chr1	100.000	288	0	0	558	845	146574681	146574968	1.25e-148
L03418_FCGR1A	hg18	L03418_FCGR1A_vs_hg18.txt	12	L03418.1	chr1	100.000	288	0	0	558	845	148028232	148028519	1.25e-148
LIG1	hg16	LIG1_vs_hg16.txt	8444296	LIG1_DNA	chr19	100.000	56858	0	0	1	56858	53366372	53309515	0.0
