gene	build	file	total_hits	query_id	subject_id	pct_identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue
C1QC_NG_007565.1_source_3	hg16	C1QC_NG_007565.1_source_3_vs_hg16.txt	390870	C1QC	chr1	100.000	11320	0	0	1	11320	22434759	22446078	0.0
C1QC_NG_007565.1_source_3	hg17	C1QC_NG_007565.1_source_3_vs_hg17.txt	391235	C1QC	chr1	100.000	11320	0	0	1	11320	22710590	22721909	0.0
C1QC_NG_007565.1_source_3	hg18	C1QC_NG_007565.1_source_3_vs_hg18.txt	393996	C1QC	chr1	100.000	11320	0	0	1	11320	22837871	22849190	0.0
C1S_NG_011694.1_source_3	hg16	C1S_NG_011694.1_source_3_vs_hg16.txt	351031	C1S	chr12	100.000	13285	0	0	1	13285	7037313	7050597	0.0
C1S_NG_011694.1_source_3	hg17	C1S_NG_011694.1_source_3_vs_hg17.txt	351508	C1S	chr12	100.000	13285	0	0	1	13285	7037313	7050597	0.0
C1S_NG_011694.1_source_3	hg18	C1S_NG_011694.1_source_3_vs_hg18.txt	353941	C1S	chr12	100.000	13285	0	0	1	13285	7037313	7050597	0.0
C2_NG_011730.1_source_3	hg16	C2_NG_011730.1_source_3_vs_hg16.txt	4083177	C2	chr6	98.547	15695	124	57	9549	25175	32003982	32019640	0.0
C2_NG_011730.1_source_3	hg17	C2_NG_011730.1_source_3_vs_hg17.txt	4087250	C2	chr6	100.000	25175	0	0	1	25175	31998254	32023428	0.0
C2_NG_011730.1_source_3	hg18	C2_NG_011730.1_source_3_vs_hg18.txt	4117231	C2	chr6	100.000	25175	0	0	1	25175	31998254	32023428	0.0
C3_NA_source_1	hg16	C3_NA_source_1_vs_hg16.txt	5056795	C3	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
C3_NA_source_1	hg17	C3_NA_source_1_vs_hg17.txt	5062530	C3	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
C3_NA_source_1	hg18	C3_NA_source_1_vs_hg18.txt	5099802	C3	chr19	99.998	44784	0	1	1	44784	6672660	6627878	0.0
C5_NG_007364.1_source_3	hg16	C5_NG_007364.1_source_3_vs_hg16.txt	7513877	C5	chr9	100.000	103572	0	0	1	103572	119192229	119088658	0.0
C5_NG_007364.1_source_3	hg17	C5_NG_007364.1_source_3_vs_hg17.txt	7522180	C5	chr9	100.000	103572	0	0	1	103572	120895738	120792167	0.0
C5_NG_007364.1_source_3	hg18	C5_NG_007364.1_source_3_vs_hg18.txt	7577501	C5	chr9	100.000	103572	0	0	1	103572	122856005	122752434	0.0
C6_NG_011582.1_source_3	hg16	C6_NG_011582.1_source_3_vs_hg16.txt	2481194	C6	chr5	99.999	119174	1	0	1	119174	41305010	41185837	0.0
C6_NG_011582.1_source_3	hg17	C6_NG_011582.1_source_3_vs_hg17.txt	2483511	C6	chr5	99.999	119174	1	0	1	119174	41295266	41176093	0.0
C6_NG_011582.1_source_3	hg18	C6_NG_011582.1_source_3_vs_hg18.txt	2500987	C6	chr5	99.999	119174	1	0	1	119174	41295266	41176093	0.0
C8B_NG_007285.1_source_3	hg16	C8B_NG_007285.1_source_3_vs_hg16.txt	884038	C8B	chr1	100.000	40057	0	0	1	40057	56802857	56762801	0.0
C8B_NG_007285.1_source_3	hg17	C8B_NG_007285.1_source_3_vs_hg17.txt	885259	C8B	chr1	100.000	40057	0	0	1	40057	57144960	57104904	0.0
C8B_NG_007285.1_source_3	hg18	C8B_NG_007285.1_source_3_vs_hg18.txt	891670	C8B	chr1	100.000	40057	0	0	1	40057	57205527	57165471	0.0
C9_NG_009894.1_source_3	hg16	C9_NG_009894.1_source_3_vs_hg16.txt	1930064	C9	chr5	100.000	86446	0	0	1	86446	39414323	39327878	0.0
C9_NG_009894.1_source_3	hg17	C9_NG_009894.1_source_3_vs_hg17.txt	1932025	C9	chr5	100.000	86446	0	0	1	86446	39404579	39318134	0.0
C9_NG_009894.1_source_3	hg18	C9_NG_009894.1_source_3_vs_hg18.txt	1946007	C9	chr5	100.000	86446	0	0	1	86446	39404579	39318134	0.0
CASP10_NG_007265.1_source_3	hg16	CASP10_NG_007265.1_source_3_vs_hg16.txt	6960761	CASP10	chr2	100.000	53249	0	0	1	53249	202245405	202298653	0.0
CASP10_NG_007265.1_source_3	hg17	CASP10_NG_007265.1_source_3_vs_hg17.txt	6968037	CASP10	chr2	100.000	53249	0	0	1	53249	201868368	201921616	0.0
CASP10_NG_007265.1_source_3	hg18	CASP10_NG_007265.1_source_3_vs_hg18.txt	7018897	CASP10	chr2	100.000	53249	0	0	1	53249	201751107	201804355	0.0
CASP8_NG_007497.1_source_3	hg16	CASP8_NG_007497.1_source_3_vs_hg16.txt	6356834	CASP8	chr2	100.000	61251	0	0	1	61251	202295725	202356975	0.0
CASP8_NG_007497.1_source_3	hg17	CASP8_NG_007497.1_source_3_vs_hg17.txt	6363771	CASP8	chr2	100.000	61251	0	0	1	61251	201918688	201979938	0.0
CASP8_NG_007497.1_source_3	hg18	CASP8_NG_007497.1_source_3_vs_hg18.txt	6411219	CASP8	chr2	100.000	61251	0	0	1	61251	201801427	201862677	0.0
CD19_NG_007275.1_source_3	hg16	CD19_NG_007275.1_source_3_vs_hg16.txt	3213053	CD19	chr16	100.000	14377	0	0	1	14377	28975924	28990300	0.0
CD19_NG_007275.1_source_3	hg17	CD19_NG_007275.1_source_3_vs_hg17.txt	3216193	CD19	chr16	100.000	14377	0	0	1	14377	28845788	28860164	0.0
CD19_NG_007275.1_source_3	hg18	CD19_NG_007275.1_source_3_vs_hg18.txt	3239804	CD19	chr16	100.000	14377	0	0	1	14377	28845788	28860164	0.0
CD247_NG_007384.1_source_3	hg16	CD247_NG_007384.1_source_3_vs_hg16.txt	6542206	CD247	chr1	99.999	94970	1	0	1	94970	164680222	164585253	0.0
CD247_NG_007384.1_source_3	hg17	CD247_NG_007384.1_source_3_vs_hg17.txt	6548749	CD247	chr1	99.999	94970	1	0	1	94970	164224503	164129534	0.0
CD247_NG_007384.1_source_3	hg18	CD247_NG_007384.1_source_3_vs_hg18.txt	6597237	CD247	chr1	99.999	94970	1	0	1	94970	165759469	165664500	0.0
CD3D_NG_009891.1_source_3	hg16	CD3D_NG_009891.1_source_3_vs_hg16.txt	1005978	CD3D	chr11	100.000	10560	0	0	1	10560	117756000	117745441	0.0
CD3D_NG_009891.1_source_3	hg17	CD3D_NG_009891.1_source_3_vs_hg17.txt	1007173	CD3D	chr11	100.000	10560	0	0	1	10560	117723558	117712999	0.0
CD3D_NG_009891.1_source_3	hg18	CD3D_NG_009891.1_source_3_vs_hg18.txt	1014637	CD3D	chr11	100.000	10560	0	0	1	10560	117723558	117712999	0.0
CD3E_NG_007383.1_source_3	hg16	CD3E_NG_007383.1_source_3_vs_hg16.txt	744604	CD3E	chr11	100.000	18559	0	0	1	18559	117707984	117726542	0.0
CD3E_NG_007383.1_source_3	hg17	CD3E_NG_007383.1_source_3_vs_hg17.txt	745354	CD3E	chr11	100.000	18559	0	0	1	18559	117675542	117694100	0.0
CD3E_NG_007383.1_source_3	hg18	CD3E_NG_007383.1_source_3_vs_hg18.txt	750675	CD3E	chr11	100.000	18559	0	0	1	18559	117675542	117694100	0.0
CD3G_NG_007566.1_source_3	hg16	CD3G_NG_007566.1_source_3_vs_hg16.txt	1502084	CD3G	chr11	100.000	16436	0	0	1	16436	117747714	117764149	0.0
CD3G_NG_007566.1_source_3	hg17	CD3G_NG_007566.1_source_3_vs_hg17.txt	1503821	CD3G	chr11	100.000	16436	0	0	1	16436	117715272	117731707	0.0
CD3G_NG_007566.1_source_3	hg18	CD3G_NG_007566.1_source_3_vs_hg18.txt	1514792	CD3G	chr11	100.000	16436	0	0	1	16436	117715272	117731707	0.0
CD40L_NG_007280.1_source_3	hg16	CD40L_NG_007280.1_source_3_vs_hg16.txt	1	CD40L	chrX	100.000	15197	0	0	1	15197	134434960	134450156	0.0
CD40L_NG_007280.1_source_3	hg17	CD40L_NG_007280.1_source_3_vs_hg17.txt	1	CD40L	chrX	100.000	15197	0	0	1	15197	135454873	135470069	0.0
CD40L_NG_007280.1_source_3	hg18	CD40L_NG_007280.1_source_3_vs_hg18.txt	1	CD40L	chrX	100.000	15197	0	0	1	15197	135557019	135572215	0.0
CD55_NG_007465.1_source_3	hg16	CD55_NG_007465.1_source_3_vs_hg16.txt	1062138	CD55	chr1	100.000	45554	0	0	1	45554	204574457	204620010	0.0
CD55_NG_007465.1_source_3	hg17	CD55_NG_007465.1_source_3_vs_hg17.txt	1063273	CD55	chr1	100.000	45554	0	0	1	45554	203879153	203924706	0.0
CD55_NG_007465.1_source_3	hg18	CD55_NG_007465.1_source_3_vs_hg18.txt	1071122	CD55	chr1	100.000	45554	0	0	1	45554	205557381	205602934	0.0
CD59_NG_008057.1_source_3	hg16	CD59_NG_008057.1_source_3_vs_hg16.txt	1424135	CD59	chr11	100.000	40468	0	0	1	40468	33727332	33686865	0.0
CD59_NG_008057.1_source_3	hg17	CD59_NG_008057.1_source_3_vs_hg17.txt	1425464	CD59	chr11	100.000	40468	0	0	1	40468	33719599	33679132	0.0
CD59_NG_008057.1_source_3	hg18	CD59_NG_008057.1_source_3_vs_hg18.txt	1435877	CD59	chr11	100.000	40468	0	0	1	40468	33719599	33679132	0.0
CD79A_NG_009619.1_source_3	hg16	CD79A_NG_009619.1_source_3_vs_hg16.txt	1724222	CD79A	chr19	100.000	11213	0	0	1	11213	47068067	47079279	0.0
CD79A_NG_009619.1_source_3	hg17	CD79A_NG_009619.1_source_3_vs_hg17.txt	1726009	CD79A	chr19	100.000	11213	0	0	1	11213	47068067	47079279	0.0
CD79A_NG_009619.1_source_3	hg18	CD79A_NG_009619.1_source_3_vs_hg18.txt	1738753	CD79A	chr19	100.000	11213	0	0	1	11213	47068067	47079279	0.0
CD79B_NG_007368.1_source_3	hg16	CD79B_NG_007368.1_source_3_vs_hg16.txt	1148681	CD79B	chr17	100.000	10606	0	0	1	10606	62488074	62477469	0.0
CD79B_NG_007368.1_source_3	hg17	CD79B_NG_007368.1_source_3_vs_hg17.txt	1149738	CD79B	chr17	100.000	10606	0	0	1	10606	59368435	59357830	0.0
CD79B_NG_007368.1_source_3	hg18	CD79B_NG_007368.1_source_3_vs_hg18.txt	1158079	CD79B	chr17	100.000	10606	0	0	1	10606	59368435	59357830	0.0
CD8A_NG_011608.2_source_3	hg16	CD8A_NG_011608.2_source_3_vs_hg16.txt	2114533	CD8A	chr2	100.000	30776	0	0	1	30776	87015043	86984268	0.0
CD8A_NG_011608.2_source_3	hg17	CD8A_NG_011608.2_source_3_vs_hg17.txt	2116925	CD8A	chr2	100.000	30776	0	0	1	30776	86952161	86921386	0.0
CD8A_NG_011608.2_source_3	hg18	CD8A_NG_011608.2_source_3_vs_hg18.txt	2132581	CD8A	chr2	100.000	30776	0	0	1	30776	86894014	86863239	0.0
CEBPE_NG_009617.1_source_3	hg16	CEBPE_NG_009617.1_source_3_vs_hg16.txt	245408	CEBPE	chr14	100.000	8580	0	0	1	8580	21583222	21574643	0.0
CEBPE_NG_009617.1_source_3	hg17	CEBPE_NG_009617.1_source_3_vs_hg17.txt	245636	CEBPE	chr14	100.000	8580	0	0	1	8580	22662934	22654355	0.0
CEBPE_NG_009617.1_source_3	hg18	CEBPE_NG_009617.1_source_3_vs_hg18.txt	247335	CEBPE	chr14	100.000	8580	0	0	1	8580	22662934	22654355	0.0
CFI_NG_007569.1_source_3	hg16	CFI_NG_007569.1_source_3_vs_hg16.txt	3459524	CFI	chr4	99.998	64276	1	0	1	64276	111182947	111118672	0.0
CFI_NG_007569.1_source_3	hg17	CFI_NG_007569.1_source_3_vs_hg17.txt	3462917	CFI	chr4	99.998	64276	1	0	1	64276	111081731	111017456	0.0
CFI_NG_007569.1_source_3	hg18	CFI_NG_007569.1_source_3_vs_hg18.txt	3488266	CFI	chr4	99.998	64276	1	0	1	64276	110943576	110879301	0.0
CFP_NG_009893.1_source_3	hg16	CFP_NG_009893.1_source_3_vs_hg16.txt	343190	CFP	chrX	100.000	9838	0	0	1	9838	46537431	46527594	0.0
CFP_NG_009893.1_source_3	hg17	CFP_NG_009893.1_source_3_vs_hg17.txt	343489	CFP	chrX	100.000	9838	0	0	1	9838	47247703	47237866	0.0
CFP_NG_009893.1_source_3	hg18	CFP_NG_009893.1_source_3_vs_hg18.txt	345893	CFP	chrX	100.000	9838	0	0	1	9838	47376393	47366556	0.0
CIITA_NG_009628.1_source_3	hg16	CIITA_NG_009628.1_source_3_vs_hg16.txt	4317148	CIITA	chr16	99.998	54144	1	0	1	54144	10933129	10987272	0.0
CIITA_NG_009628.1_source_3	hg17	CIITA_NG_009628.1_source_3_vs_hg17.txt	4321383	CIITA	chr16	99.998	54144	1	0	1	54144	10874198	10928341	0.0
CIITA_NG_009628.1_source_3	hg18	CIITA_NG_009628.1_source_3_vs_hg18.txt	4351987	CIITA	chr16	99.998	54144	1	0	1	54144	10874198	10928341	0.0
CTSC_NG_007952.1_source_3	hg16	CTSC_NG_007952.1_source_3_vs_hg16.txt	1817108	CTSC	chr11	99.998	47179	1	0	1	47179	87760091	87712913	0.0
CTSC_NG_007952.1_source_3	hg17	CTSC_NG_007952.1_source_3_vs_hg17.txt	1818962	CTSC	chr11	99.998	47179	1	0	1	47179	87711586	87664408	0.0
CTSC_NG_007952.1_source_3	hg18	CTSC_NG_007952.1_source_3_vs_hg18.txt	1832415	CTSC	chr11	99.998	47179	1	0	1	47179	87711586	87664408	0.0
CXCR4_NG_011587.1_source_3	hg16	CXCR4_NG_011587.1_source_3_vs_hg16.txt	1	CXCR4	chr2	100.000	6748	0	0	1	6748	137087435	137080688	0.0
CXCR4_NG_011587.1_source_3	hg17	CXCR4_NG_011587.1_source_3_vs_hg17.txt	1	CXCR4	chr2	100.000	6748	0	0	1	6748	136710398	136703651	0.0
CXCR4_NG_011587.1_source_3	hg18	CXCR4_NG_011587.1_source_3_vs_hg18.txt	1	CXCR4	chr2	100.000	6748	0	0	1	6748	136593136	136586389	0.0
CYBA_NG_007291.1_source_3	hg16	CYBA_NG_007291.1_source_3_vs_hg16.txt	1324171	CYBA	chr16	100.000	10753	0	0	1	10753	88462574	88451822	0.0
CYBA_NG_007291.1_source_3	hg17	CYBA_NG_007291.1_source_3_vs_hg17.txt	1325755	CYBA	chr16	100.000	10753	0	0	1	10753	87245950	87235198	0.0
CYBA_NG_007291.1_source_3	hg18	CYBA_NG_007291.1_source_3_vs_hg18.txt	1336042	CYBA	chr16	100.000	10753	0	0	1	10753	87245950	87235198	0.0
CYBB_NG_009065.1_source_3	hg16	CYBB_NG_009065.1_source_3_vs_hg16.txt	479548	CYBB	chrX	100.000	36398	0	0	1	36398	36669218	36705615	0.0
CYBB_NG_009065.1_source_3	hg17	CYBB_NG_009065.1_source_3_vs_hg17.txt	480163	CYBB	chrX	100.000	36398	0	0	1	36398	37394534	37430931	0.0
CYBB_NG_009065.1_source_3	hg18	CYBB_NG_009065.1_source_3_vs_hg18.txt	483918	CYBB	chrX	100.000	36398	0	0	1	36398	37523261	37559658	0.0
DKC1_NG_009780.1_source_3	hg16	DKC1_NG_009780.1_source_3_vs_hg16.txt	1068844	DKC1	chrX	99.994	17932	1	0	1	17932	152457584	152475515	0.0
DKC1_NG_009780.1_source_3	hg17	DKC1_NG_009780.1_source_3_vs_hg17.txt	1070176	DKC1	chrX	99.994	17932	1	0	1	17932	153553737	153571668	0.0
DKC1_NG_009780.1_source_3	hg18	DKC1_NG_009780.1_source_3_vs_hg18.txt	1078033	DKC1	chrX	99.994	17932	1	0	1	17932	153643227	153661158	0.0
FCGR1A_NG_007578.1_source_3	hg16	FCGR1A_NG_007578.1_source_3_vs_hg16.txt	506248	FCGR1A	chr1	100.000	16780	0	0	1	16780	146965877	146982656	0.0
FCGR1A_NG_007578.1_source_3	hg17	FCGR1A_NG_007578.1_source_3_vs_hg17.txt	506715	FCGR1A	chr1	100.000	16780	0	0	1	16780	146562368	146579147	0.0
FCGR1A_NG_007578.1_source_3	hg18	FCGR1A_NG_007578.1_source_3_vs_hg18.txt	510225	FCGR1A	chr1	100.000	16780	0	0	1	16780	148015919	148032698	0.0
FCGR3A_NG_009066.1_source_3	hg16	FCGR3A_NG_009066.1_source_3_vs_hg16.txt	470420	FCGR3A	chr1	99.931	15863	10	1	1	15863	158794184	158778323	0.0
FCGR3A_NG_009066.1_source_3	hg17	FCGR3A_NG_009066.1_source_3_vs_hg17.txt	470943	FCGR3A	chr1	99.931	15863	10	1	1	15863	158338465	158322604	0.0
FCGR3A_NG_009066.1_source_3	hg18	FCGR3A_NG_009066.1_source_3_vs_hg18.txt	474378	FCGR3A	chr1	100.000	15863	0	0	1	15863	159792035	159776173	0.0
FERMT3_NG_016360.1_source_3	hg16	FERMT3_NG_016360.1_source_3_vs_hg16.txt	3162788	FERMT3	chr11	100.000	20158	0	0	1	20158	63748566	63768723	0.0
FERMT3_NG_016360.1_source_3	hg17	FERMT3_NG_016360.1_source_3_vs_hg17.txt	3165943	FERMT3	chr11	100.000	20158	0	0	1	20158	63729782	63749939	0.0
FERMT3_NG_016360.1_source_3	hg18	FERMT3_NG_016360.1_source_3_vs_hg18.txt	3189686	FERMT3	chr11	100.000	20158	0	0	1	20158	63729782	63749939	0.0
G6PC3_NG_015818.1_source_3	hg16	G6PC3_NG_015818.1_source_3_vs_hg16.txt	598959	G6PC3	chr17	100.000	8595	0	0	1	8595	42622283	42630877	0.0
G6PC3_NG_015818.1_source_3	hg17	G6PC3_NG_015818.1_source_3_vs_hg17.txt	599530	G6PC3	chr17	100.000	8595	0	0	1	8595	39502644	39511238	0.0
G6PC3_NG_015818.1_source_3	hg18	G6PC3_NG_015818.1_source_3_vs_hg18.txt	604083	G6PC3	chr17	100.000	8595	0	0	1	8595	39502644	39511238	0.0
GFI1_NG_007874.1_source_3	hg16	GFI1_NG_007874.1_source_3_vs_hg16.txt	621598	GFI1	chr1	100.000	19077	0	0	1	19077	92429195	92410119	0.0
GFI1_NG_007874.1_source_3	hg17	GFI1_NG_007874.1_source_3_vs_hg17.txt	622290	GFI1	chr1	100.000	19077	0	0	1	19077	92669415	92650339	0.0
GFI1_NG_007874.1_source_3	hg18	GFI1_NG_007874.1_source_3_vs_hg18.txt	626917	GFI1	chr1	100.000	19077	0	0	1	19077	92729982	92710906	0.0
HAX1_NG_007369.1_source_3	hg16	HAX1_NG_007369.1_source_3_vs_hg16.txt	1621596	HAX1	chr1	100.000	6365	0	0	1	6365	151460779	151467143	0.0
HAX1_NG_007369.1_source_3	hg17	HAX1_NG_007369.1_source_3_vs_hg17.txt	1623295	HAX1	chr1	100.000	6365	0	0	1	6365	151057060	151063424	0.0
HAX1_NG_007369.1_source_3	hg18	HAX1_NG_007369.1_source_3_vs_hg18.txt	1635277	HAX1	chr1	100.000	6365	0	0	1	6365	152510611	152516975	0.0
IFNGR2_NG_007570.2_source_3	hg16	IFNGR2_NG_007570.2_source_3_vs_hg16.txt	14303273	IFNGR2	chr21	100.000	79454	0	0	1	79454	33694598	33774051	0.0
IFNGR2_NG_007570.2_source_3	hg17	IFNGR2_NG_007570.2_source_3_vs_hg17.txt	14317553	IFNGR2	chr21	100.000	79454	0	0	1	79454	33696072	33775525	0.0
IFNGR2_NG_007570.2_source_3	hg18	IFNGR2_NG_007570.2_source_3_vs_hg18.txt	14421931	IFNGR2	chr21	100.000	79454	0	0	1	79454	33696072	33775525	0.0
IGHG2_unknown_source_3	hg16	IGHG2_unknown_source_3_vs_hg16.txt	8	IGHG2	chr14	100.000	1689	0	0	1	1689	104082798	104081110	0.0
IGHG2_unknown_source_3	hg17	IGHG2_unknown_source_3_vs_hg17.txt	8	IGHG2	chr14	100.000	1689	0	0	1	1689	105182167	105180479	0.0
IGHG2_unknown_source_3	hg18	IGHG2_unknown_source_3_vs_hg18.txt	8	IGHG2	chr14	100.000	1689	0	0	1	1689	105182167	105180479	0.0
IGLL1_NG_009791.1_source_3	hg16	IGLL1_NG_009791.1_source_3_vs_hg16.txt	1093782	IGLL1	chr22	100.000	14176	0	0	1	14176	22252041	22237866	0.0
IGLL1_NG_009791.1_source_3	hg17	IGLL1_NG_009791.1_source_3_vs_hg17.txt	1095019	IGLL1	chr22	100.000	14176	0	0	1	14176	22252041	22237866	0.0
IGLL1_NG_009791.1_source_3	hg18	IGLL1_NG_009791.1_source_3_vs_hg18.txt	1103042	IGLL1	chr22	100.000	14176	0	0	1	14176	22257487	22243312	0.0
IL12B_NG_009618.1_source_3	hg16	IL12B_NG_009618.1_source_3_vs_hg16.txt	221485	IL12B	chr5	100.000	20132	0	0	1	20132	158740817	158720686	0.0
IL12B_NG_009618.1_source_3	hg17	IL12B_NG_009618.1_source_3_vs_hg17.txt	221701	IL12B	chr5	100.000	20132	0	0	1	20132	158692500	158672369	0.0
IL12B_NG_009618.1_source_3	hg18	IL12B_NG_009618.1_source_3_vs_hg18.txt	223258	IL12B	chr5	100.000	20132	0	0	1	20132	158692500	158672369	0.0
IL12RB1_NG_007366.2_source_3	hg16	IL12RB1_NG_007366.2_source_3_vs_hg16.txt	6612905	IL12RB1	chr19	100.000	30327	0	0	1	30327	18059697	18029371	0.0
IL12RB1_NG_007366.2_source_3	hg17	IL12RB1_NG_007366.2_source_3_vs_hg17.txt	6619754	IL12RB1	chr19	100.000	30327	0	0	1	30327	18059697	18029371	0.0
IL12RB1_NG_007366.2_source_3	hg18	IL12RB1_NG_007366.2_source_3_vs_hg18.txt	6667880	IL12RB1	chr19	100.000	30327	0	0	1	30327	18059697	18029371	0.0
IL2RA_NG_007403.1_source_3	hg16	IL2RA_NG_007403.1_source_3_vs_hg16.txt	4633875	IL2RA	chr10	100.000	57167	0	0	1	57167	6112678	6055512	0.0
IL2RA_NG_007403.1_source_3	hg17	IL2RA_NG_007403.1_source_3_vs_hg17.txt	4638743	IL2RA	chr10	100.000	57167	0	0	1	57167	6148678	6091512	0.0
IL2RA_NG_007403.1_source_3	hg18	IL2RA_NG_007403.1_source_3_vs_hg18.txt	4672318	IL2RA	chr10	100.000	57167	0	0	1	57167	6148678	6091512	0.0
IL7R_NG_009567.1_source_3	hg16	IL7R_NG_009567.1_source_3_vs_hg16.txt	306294	IL7R	chr5	100.000	20710	0	0	1	20710	35903716	35924425	0.0
IL7R_NG_009567.1_source_3	hg17	IL7R_NG_009567.1_source_3_vs_hg17.txt	306568	IL7R	chr5	100.000	20710	0	0	1	20710	35893972	35914681	0.0
IL7R_NG_009567.1_source_3	hg18	IL7R_NG_009567.1_source_3_vs_hg18.txt	308516	IL7R	chr5	100.000	20710	0	0	1	20710	35893972	35914681	0.0
IRAK4_NG_009892.1_source_3	hg16	IRAK4_NG_009892.1_source_3_vs_hg16.txt	1595110	IRAK4	chr12	100.000	34480	0	0	1	34480	42437134	42471613	0.0
IRAK4_NG_009892.1_source_3	hg17	IRAK4_NG_009892.1_source_3_vs_hg17.txt	1596970	IRAK4	chr12	100.000	34480	0	0	1	34480	42437134	42471613	0.0
IRAK4_NG_009892.1_source_3	hg18	IRAK4_NG_009892.1_source_3_vs_hg18.txt	1608773	IRAK4	chr12	100.000	34480	0	0	1	34480	42437134	42471613	0.0
ITGB2_NG_007270.2_source_3	hg16	ITGB2_NG_007270.2_source_3_vs_hg16.txt	1739935	ITGB2	chr21	100.000	37937	0	0	1	37937	45198006	45160070	0.0
